Company_Code,Company_Name,SAP_Doc_Number,Reference,Document_Type,Business_Area,Branch/Alloc.,Fiscal_Year,Posting_Period,DocChq_Date,Posting_Date,Amount_in_Local_Currency ,Local_Currency,Amount_in_Document_Currency ,Document_Currency,Discount_Base_Amount,GST_Amount,Net_Amount ,Withholding_Tax_Base_Amount,Withholding_Tax_Amount,VendorCustomer,VendorCustomer_Name,Trading_Partner,Text_                                                                                                    ,HDR_Text                                                                                                    ,InvSO_Reference,Plant,Purchasing_Document,Delivery_Note,Account,Account_Description,Offsetting_Account,Offsetting_Acct_Name,GRIR_Offsetting_Account,Final_Offsetting_Account,Final_Offsetting_Acct_Name,WBS_Element,Posting_Key,DebitCredit,Special_GL_Ind,Reversal_Indicator,Clearing_Doc,Clearing_Date,Entry_date,Entry_Time,Notional_GST,Gross_Amount_In_Local_Currency,DE_Indicator,PO_Line,Entry_Line
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"2,18,064.00 ",INR,218064,INR,0,0,218064,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103939,,60942,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,1
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"9,74,445.11 ",INR,974445.11,INR,0,0,974445.11,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103963,,60958,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,8
1000,Tata BlueScope Steel Ltd,100141419,,AB,1109,,2019,7,28/10/2019,28/10/2019,"4,37,548.72 ",INR,437548.72,INR,0,0,437548.72,0,0,305576,Tata Steel Ltd.,,CI1904104245,,61356,,2100560076/901,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100229115,26/01/2020,28/10/2019,0.340451388888889,0,0,,,2
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"8,41,923.86 ",INR,841923.86,INR,0,0,841923.86,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103972,,60960,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,17
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"25,488.00 ",INR,25488,INR,0,0,25488,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103970,,60960,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,15
1000,Tata BlueScope Steel Ltd,100141416,,AB,1101,,2019,7,28/10/2019,28/10/2019,"2,83,342.34 ",INR,283342.34,INR,0,0,283342.34,0,0,304431,Tata Steel Limited (Tubes Division),,,,100141416,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100141416,28/10/2019,28/10/2019,0.331469907407407,0,0,,,4
1000,Tata BlueScope Steel Ltd,100141419,,AB,1109,,2019,7,28/10/2019,28/10/2019,"30,64,202.49 ",INR,3064202.49,INR,0,0,3064202.49,0,0,305576,Tata Steel Ltd.,,CI1904104247,,61356,,2100560076/901,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100229115,26/01/2020,28/10/2019,0.340451388888889,0,0,,,4
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"15,84,872.16 ",INR,1584872.16,INR,0,0,1584872.16,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103976,,61155,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,21
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"93,045.41 ",INR,93045.41,INR,0,0,93045.41,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103974,,60962,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,19
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"9,55,748.36 ",INR,955748.36,INR,0,0,955748.36,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103968,,60959,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,13
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"4,248.00 ",INR,4248,INR,0,0,4248,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103966,,60959,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,11
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"1,42,649.54 ",INR,142649.54,INR,0,0,142649.54,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103969,,60960,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,14
1000,Tata BlueScope Steel Ltd,100141514,,AB,1101,,2019,7,28/10/2019,28/10/2019,"9,23,939.60 ",INR,923939.6,INR,0,0,923939.6,0,0,318999,Tata Steel Limited,,SI1901100042,,2388,,3000125388/806,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100198535,29/12/2019,28/10/2019,0.417013888888889,0,0,,,1
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"14,24,503.08 ",INR,1424503.08,INR,0,0,1424503.08,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904104312,,60958,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,26
1000,Tata BlueScope Steel Ltd,100141455,,AB,1108,,2019,7,28/10/2019,28/10/2019,"17,69,392.30 ",INR,1769392.3,INR,0,0,1769392.3,0,0,313029,Tata Steel Limited,,SI1901100044,,2423,,3000126116/054,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100194026,25/12/2019,28/10/2019,0.37525462962963,0,0,,,1
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"4,67,237.02 ",INR,467237.02,INR,0,0,467237.02,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103943,,60958,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,5
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"29,90,371.32 ",INR,2990371.32,INR,0,0,2990371.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904104293,,60942,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,22
1000,Tata BlueScope Steel Ltd,100141514,,AB,1101,,2019,7,28/10/2019,28/10/2019,"20,75,013.48 ",INR,2075013.48,INR,0,0,2075013.48,0,0,318999,Tata Steel Limited,,RI1901100034,,61348,,2300050954,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173604,30/11/2019,28/10/2019,0.417013888888889,0,0,,,2
1000,Tata BlueScope Steel Ltd,100141514,,AB,1101,,2019,7,28/10/2019,28/10/2019,"(30,68,956.53)",INR,-3068956.53,INR,0,0,-3068956.53,0,0,318999,Tata Steel Limited,,,,100141514,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100141514,28/10/2019,28/10/2019,0.417013888888889,0,0,,,4
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"35,683.20 ",INR,35683.2,INR,0,0,35683.2,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103971,,60960,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,16
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"22,71,501.31 ",INR,2271501.31,INR,0,0,2271501.31,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904104313,,60963,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,27
1000,Tata BlueScope Steel Ltd,100141419,,AB,1109,,2019,7,28/10/2019,28/10/2019,"29,32,389.25 ",INR,2932389.25,INR,0,0,2932389.25,0,0,305576,Tata Steel Ltd.,,CI1904104246,,61356,,2100560076/901,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100229115,26/01/2020,28/10/2019,0.340451388888889,0,0,,,3
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"4,55,884.13 ",INR,455884.13,INR,0,0,455884.13,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904104305,,60960,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,23
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"(2,13,90,366.09)",INR,-21390366.09,INR,0,0,-21390366.09,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100141449,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100141449,28/10/2019,28/10/2019,0.371388888888889,0,0,,,29
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"13,86,400.99 ",INR,1386400.99,INR,0,0,1386400.99,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904104306,,60963,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,24
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"1,20,265.60 ",INR,120265.6,INR,0,0,120265.6,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103975,,60964,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,20
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"30,396.80 ",INR,30396.8,INR,0,0,30396.8,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103973,,60962,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,18
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"2,27,105.86 ",INR,227105.86,INR,0,0,227105.86,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103964,,60958,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,9
1000,Tata BlueScope Steel Ltd,100141455,,AB,1108,,2019,7,28/10/2019,28/10/2019,"(17,69,392.30)",INR,-1769392.3,INR,0,0,-1769392.3,0,0,313029,Tata Steel Limited,,,,100141455,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100141455,28/10/2019,28/10/2019,0.37525462962963,0,0,,,2
1000,Tata BlueScope Steel Ltd,100141514,,AB,1101,,2019,7,28/10/2019,28/10/2019,"70,003.45 ",INR,70003.45,INR,0,0,70003.45,0,0,318999,Tata Steel Limited,,RI1901100035,,61350,,2300050954,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.417013888888889,0,0,,,3
1000,Tata BlueScope Steel Ltd,100141416,,AB,1109,,2019,7,28/10/2019,28/10/2019,"2,043.00 ",INR,2043,INR,0,0,2043,0,0,304431,Tata Steel Limited (Tubes Division),,TDS SI1904100032,,2447,,4700074501/554,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100172891,30/11/2019,28/10/2019,0.331469907407407,0,0,,,2
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"16,70,602.32 ",INR,1670602.32,INR,0,0,1670602.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904104314,,60964,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,28
1000,Tata BlueScope Steel Ltd,100141449,,AB,1109,,2019,7,28/10/2019,28/10/2019,"1,62,556.80 ",INR,162556.8,INR,0,0,162556.8,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1904103945,,60963,,3700796847/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/10/2019,0.371388888888889,0,0,,,7
1000,Tata BlueScope Steel Ltd,100143931,,AB,1109,,2019,7,31/10/2019,31/10/2019,"16,85,495.90 ",INR,1685495.9,INR,0,0,1685495.9,0,0,311155,Tata steel (Engineering Services),,CI1904104290,,61625,,4405102038/13314.10.,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100210316,31/12/2019,01/11/2019,0.207824074074074,0,0,,,3
1000,Tata BlueScope Steel Ltd,100143928,,AB,1109,,2019,7,31/10/2019,31/10/2019,"(2,55,509.38)",INR,-255509.38,INR,0,0,-255509.38,0,0,310187,M/s Tata Steel Ltd,,,,100143928,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100143928,31/10/2019,01/11/2019,0.203842592592593,0,0,,,2
1000,Tata BlueScope Steel Ltd,100143915,,AB,1106,,2019,7,31/10/2019,31/10/2019,"1,592.60 ",INR,1592.6,INR,0,0,1592.6,0,0,304431,Tata Steel Limited (Tubes Division),,,,100143915,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100143915,31/10/2019,01/11/2019,0.188275462962963,0,0,,,5
1000,Tata BlueScope Steel Ltd,100143915,,AB,1109,,2019,7,31/10/2019,31/10/2019,"(43,547.00)",INR,-43547,INR,0,0,-43547,0,0,304431,Tata Steel Limited (Tubes Division),,,,100143915,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100143915,31/10/2019,01/11/2019,0.188275462962963,0,0,,,3
1000,Tata BlueScope Steel Ltd,100144356,,AB,1101,,2019,7,31/10/2019,31/10/2019,"72,16,477.74 ",INR,7216477.74,INR,0,0,7216477.74,0,0,318999,Tata Steel Limited,,,,100144356,,,,310300,Customer - Advance against Sale,111105,Customer - Retention,,111105,Customer - Retention,0,9,S,A,,100144356,31/10/2019,01/11/2019,0.447384259259259,0,0,,,3
1000,Tata BlueScope Steel Ltd,100143952,,AB,1101,,2019,7,31/10/2019,31/10/2019,"12,71,591.45 ",INR,1271591.45,INR,0,0,1271591.45,0,0,318999,Tata Steel Limited,,,,100143952,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100143952,31/10/2019,01/11/2019,0.242766203703704,0,0,,,3
1000,Tata BlueScope Steel Ltd,100143931,,AB,1106,,2019,7,31/10/2019,31/10/2019,"38,86,678.10 ",INR,3886678.1,INR,0,0,3886678.1,0,0,311155,Tata steel (Engineering Services),,,,100143931,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100143931,31/10/2019,01/11/2019,0.207824074074074,0,0,,,6
1000,Tata BlueScope Steel Ltd,100143915,,AB,1109,,2019,7,31/10/2019,31/10/2019,12.94 ,INR,12.94,INR,0,0,12.94,0,0,304431,Tata Steel Limited (Tubes Division),,,,2417,,3000123132/554,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173526,30/11/2019,01/11/2019,0.188275462962963,0,0,,,2
1000,Tata BlueScope Steel Ltd,100144402,,AB,1301,,2019,7,31/10/2019,31/10/2019,"4,466.00 ",INR,4466,INR,0,0,4466,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100144402,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,7,S,,,100144402,31/10/2019,01/11/2019,0.52369212962963,0,0,,,2
1000,Tata BlueScope Steel Ltd,100144356,,AB,1101,,2019,7,31/10/2019,31/10/2019,"13,079.89 ",INR,13079.89,INR,13079.89,0,13079.89,0,0,318999,Tata Steel Limited,,Supply Retention,,100144356,,,,111105,Customer - Retention,111105,Customer - Retention,,111105,Customer - Retention,0,9,S,Y,,,,01/11/2019,0.447384259259259,0,0,,,1
1000,Tata BlueScope Steel Ltd,100143931,,AB,1109,,2019,7,31/10/2019,31/10/2019,"55,835.99 ",INR,55835.99,INR,0,0,55835.99,0,0,311155,Tata steel (Engineering Services),,CI1904103099,,60431,,4404900489/133,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100162609,23/11/2019,01/11/2019,0.207824074074074,0,0,,,1
1000,Tata BlueScope Steel Ltd,100143931,,AB,1109,,2019,7,31/10/2019,31/10/2019,"(97,20,705.89)",INR,-9720705.89,INR,0,0,-9720705.89,0,0,311155,Tata steel (Engineering Services),,,,100143931,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100143931,31/10/2019,01/11/2019,0.207824074074074,0,0,,,5
1000,Tata BlueScope Steel Ltd,100144356,,AB,1101,,2019,7,31/10/2019,31/10/2019,"(72,29,557.63)",INR,-7229557.63,INR,0,0,-7229557.63,0,0,318999,Tata Steel Limited,,,,100144356,,,,111105,Customer - Retention,111105,Customer - Retention,,111105,Customer - Retention,0,19,H,Y,,100144356,31/10/2019,01/11/2019,0.447384259259259,0,0,,,2
1000,Tata BlueScope Steel Ltd,100143931,,AB,1109,,2019,7,31/10/2019,31/10/2019,"24,07,200.00 ",INR,2407200,INR,0,0,2407200,0,0,311155,Tata steel (Engineering Services),,CI1904104406,,60514,,4405115573/133,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100199795,31/12/2019,01/11/2019,0.207824074074074,0,0,,,4
1000,Tata BlueScope Steel Ltd,100144402,,AB,1106,,2019,7,31/10/2019,31/10/2019,"(4,466.00)",INR,-4466,INR,0,0,-4466,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100144402,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100144402,31/10/2019,01/11/2019,0.52369212962963,0,0,,,1
1000,Tata BlueScope Steel Ltd,100143952,,AB,1101,,2019,7,31/10/2019,31/10/2019,"(12,93,515.44)",INR,-1293515.44,INR,0,0,-1293515.44,0,0,318999,Tata Steel Limited,,,,100143952,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100143952,31/10/2019,01/11/2019,0.242766203703704,0,0,,,2
1000,Tata BlueScope Steel Ltd,100143915,,AB,1101,,2019,7,31/10/2019,31/10/2019,"7,957.46 ",INR,7957.46,INR,0,0,7957.46,0,0,304431,Tata Steel Limited (Tubes Division),,,,100143915,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100143915,31/10/2019,01/11/2019,0.188275462962963,0,0,,,4
1000,Tata BlueScope Steel Ltd,100143931,,AB,1109,,2019,7,31/10/2019,31/10/2019,"16,85,495.90 ",INR,1685495.9,INR,0,0,1685495.9,0,0,311155,Tata steel (Engineering Services),,CI1904104289,,61624,,4405102037/133,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100210316,31/12/2019,01/11/2019,0.207824074074074,0,0,,,2
1000,Tata BlueScope Steel Ltd,100143915,,AB,1109,,2019,7,31/10/2019,31/10/2019,"33,984.00 ",INR,33984,INR,0,0,33984,0,0,304431,Tata Steel Limited (Tubes Division),,SI1904100042,,2417,,3000123132/554,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173526,30/11/2019,01/11/2019,0.188275462962963,0,0,,,1
1000,Tata BlueScope Steel Ltd,100143952,,AB,1101,,2019,7,31/10/2019,31/10/2019,"21,923.99 ",INR,21923.99,INR,0,0,21923.99,0,0,318999,Tata Steel Limited,,TDS SI1901100029,,2388,,3000125388/806,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173605,30/11/2019,01/11/2019,0.242766203703704,0,0,,,1
1000,Tata BlueScope Steel Ltd,100143928,,AB,1109,,2019,7,31/10/2019,31/10/2019,"2,55,509.38 ",INR,255509.38,INR,0,0,255509.38,0,0,310187,M/s Tata Steel Ltd,,CI1904104420,,61379,,3700798835/109,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100229128,26/01/2020,01/11/2019,0.203842592592593,0,0,,,1
1000,Tata BlueScope Steel Ltd,100162620,,AB,1108,,2019,8,23/11/2019,23/11/2019,"5,01,797.01 ",INR,501797.01,INR,0,0,501797.01,0,0,313029,Tata Steel Limited,,SI1901100055,,2423,,3000126116/054,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,23/11/2019,0.671064814814815,0,0,,,1
1000,Tata BlueScope Steel Ltd,100162620,,AB,1109,,2019,8,23/11/2019,23/11/2019,"(5,06,582.87)",INR,-506582.87,INR,0,0,-506582.87,0,0,313029,Tata Steel Limited,,,,100162620,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100162620,23/11/2019,23/11/2019,0.671064814814815,0,0,,,3
1000,Tata BlueScope Steel Ltd,100162620,,AB,1106,,2019,8,23/11/2019,23/11/2019,"5,06,582.87 ",INR,506582.87,INR,0,0,506582.87,0,0,313029,Tata Steel Limited,,,,100162620,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100162620,23/11/2019,23/11/2019,0.671064814814815,0,0,,,4
1000,Tata BlueScope Steel Ltd,100162592,,AB,1109,,2019,8,23/11/2019,23/11/2019,"19,70,625.31 ",INR,1970625.31,INR,0,0,1970625.31,0,0,307259,Tata Steel Limited,,CI1904104560,,61927,,3700800342/961,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100229118,26/01/2020,23/11/2019,0.657199074074074,0,0,,,1
1000,Tata BlueScope Steel Ltd,100162620,,AB,1108,,2019,8,23/11/2019,23/11/2019,"(5,01,797.01)",INR,-501797.01,INR,0,0,-501797.01,0,0,313029,Tata Steel Limited,,,,100162620,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100162620,23/11/2019,23/11/2019,0.671064814814815,0,0,,,2
1000,Tata BlueScope Steel Ltd,100162592,,AB,1109,,2019,8,23/11/2019,23/11/2019,"(19,70,625.31)",INR,-1970625.31,INR,0,0,-1970625.31,0,0,307259,Tata Steel Limited,,,,100162592,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100162592,23/11/2019,23/11/2019,0.657199074074074,0,0,,,2
1000,Tata BlueScope Steel Ltd,100173564,,AB,1108,,2019,8,30/11/2019,30/11/2019,"(63,21,011.36)",INR,-6321011.36,INR,0,0,-6321011.36,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100173564,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100173564,30/11/2019,01/12/2019,0.649189814814815,0,0,,,26
1000,Tata BlueScope Steel Ltd,100173530,,AB,1101,,2019,8,30/11/2019,30/11/2019,"24,21,257.56 ",INR,2421257.56,INR,0,0,2421257.56,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100173530,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100173530,30/11/2019,01/12/2019,0.629131944444444,0,0,,,9
1000,Tata BlueScope Steel Ltd,100173604,,AB,1101,,2019,8,30/11/2019,30/11/2019,"20,75,013.48 ",INR,2075013.48,INR,0,0,2075013.48,0,0,318999,Tata Steel Limited,,,,100173604,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100173604,30/11/2019,01/12/2019,0.705775462962963,0,0,,,5
1000,Tata BlueScope Steel Ltd,100173564,,AB,1108,,2019,8,30/11/2019,30/11/2019,"58,820.64 ",INR,58820.64,INR,0,0,58820.64,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1901101953,,61996,,2300051923/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,01/12/2019,0.649189814814815,0,0,,,23
1000,Tata BlueScope Steel Ltd,100173568,,AB,1109,,2019,8,30/11/2019,30/11/2019,"1,30,106.80 ",INR,130106.8,INR,0,0,130106.8,0,0,315113,Tata Steel Limited,,SI1904100044,,2511,,4200001544/109,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,01/12/2019,0.661851851851852,0,0,,,1
1000,Tata BlueScope Steel Ltd,100173566,,AB,1101,,2019,8,30/11/2019,30/11/2019,"(2,81,897.70)",INR,-281897.7,INR,0,0,-281897.7,0,0,315113,Tata Steel Limited,,,,100173566,,,,111105,Customer - Retention,110000,Customer - Domestic,,110000,Customer - Domestic,0,19,H,Y,,100173566,30/11/2019,01/12/2019,0.660671296296296,0,0,,,2
1000,Tata BlueScope Steel Ltd,100173333,,AB,1109,,2019,8,30/11/2019,30/11/2019,"(6,325.00)",INR,-6325,INR,0,0,-6325,0,0,318169,Tata Steel Limited (BPRS Substation,,,,100173333,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100173333,30/11/2019,01/12/2019,0.56599537037037,0,0,,,1
1000,Tata BlueScope Steel Ltd,100173564,,AB,1108,,2019,8,30/11/2019,30/11/2019,"7,79,582.24 ",INR,779582.24,INR,0,0,779582.24,0,0,312193,Tata Steel Limited ( Kalinganagar),,CI1901101940,,61993,,2300051923/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,01/12/2019,0.649189814814815,0,0,,,15
1000,Tata BlueScope Steel Ltd,100173526,,AB,1109,,2019,8,30/11/2019,30/11/2019,"24,433.94 ",INR,24433.94,INR,0,0,24433.94,0,0,304431,Tata Steel Limited (Tubes Division),,SI1904100042,,2417,,3000123132/554,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100194020,25/12/2019,01/12/2019,0.621331018518519,0,0,,,1
